name,#_attempts,#_sessions,start_date,end_date,p_success,p_error,p_omission,p_premature,rt_success,rt_error,mean_sess_duration,mean_attempts_per_session,elo_mean,gender,age
alvin,45587,3851,2016-10-25,2020-12-17,0.9068374755961129,0.0477987145458135,0.041437251848114594,0.003816877618619343,778.8072327044025,3175.8311151904545,296753.68100554985,11.837704492339652,917,1,3.3041095890411
walt,7507,590,2017-01-13,2018-12-22,0.6051685093912349,0.04782203276941521,0.00546156920207806,0.3398161715731983,466.884437596302,884.3231197771588,253512.21513254297,12.723728813559323,1191,1,8.73150684931507
olaf,26643,5133,2016-10-25,2020-12-16,0.8614645497879367,0.029313515745223888,0.08632661487069775,0.02270765304207484,563.6292262112235,2692.239436619718,196600.20613294299,5.190531852717709,1115,1,4.13424657534247
havanna,3331,283,2023-07-07,2024-01-31,0.8390873611528069,0.054338036625637944,0.04353047132993095,0.06064244971480036,768.35885509839,2532.220994475138,235957.33173221254,11.770318021201414,843,2,3.21917808219178
iron,3273,1034,2023-10-12,2024-01-31,0.8454017720745494,0.06874427131072411,0.05560647723800794,0.02933088909257562,803.3375496928081,2614.28,33403.580201649864,3.165377176015474,781,1,1.77534246575342
jipsy,1962,195,2023-10-13,2023-11-24,0.8802242609582059,0.04994903160040775,0.053516819571865444,0.013251783893985729,1486.9687319050377,2567.8061224489797,162780.51630988787,10.061538461538461,761,1,1.73972602739726
lassa,58591,4056,2016-10-25,2024-01-31,0.906914031165196,0.041064327285760614,0.044102336536328106,0.007629158061818368,747.7620866815967,3223.080216126351,284951.3794439419,14.445512820512821,670,2,5.36986301369863
abricot,45228,4600,2016-10-25,2022-10-26,0.8792119925709737,0.05799504731582206,0.04634297337932254,0.01583090121163881,678.9919527222431,2477.130766298132,271711.95732731937,9.832173913043478,1042,1,3.15068493150685
patsy,16807,1632,2017-01-21,2024-01-31,0.8096626405664307,0.056405069316356284,0.055929077170226695,0.07645623847206522,787.7816725455614,2367.5137130801686,415315.38942107453,10.298406862745098,885,2,15.3095890410959
dory,8735,2295,2019-04-20,2024-01-31,0.8689181453921008,0.017172295363480253,0.09524899828277046,0.018202633085289067,585.8918313570488,2867.2533333333336,162882.22587292502,3.8061002178649237,735,2,3.03013698630137
yoh,49630,3501,2016-10-25,2024-01-31,0.9023171468869635,0.04176909127543824,0.050453354825710256,0.005238766874874068,777.4527265419142,2799.713458755427,284262.4257505541,14.175949728648957,849,2,7.23287671232877
berenice,6502,984,2019-11-14,2024-01-31,0.882651491848662,0.02660719778529683,0.07659181790218395,0.01353429713934174,1229.6673636522041,3140.693641618497,219102.77699169487,6.607723577235772,908,2,4.88219178082192
olli,29420,5268,2016-10-25,2022-05-09,0.8909585316111489,0.017301155676410607,0.0884432358939497,0.0030931339225016997,535.1257057836106,3059.9783889980354,234751.91498980284,5.584662110858011,1200,1,5.23287671232877
wallace,79784,3986,2016-10-25,2019-01-17,0.9343602727363882,0.03994535245161937,0.012546375213075304,0.012909856612854707,749.4570136960575,2711.509256353938,246888.53207410008,20.01605619668841,1355,1,9.12602739726027
barnabe,43926,7266,2017-04-05,2022-09-21,0.8784546737695215,0.04616855620816828,0.06469972226016482,0.010381095478759731,820.2613315365278,2996.80325443787,202496.90433911578,6.04541701073493,945,1,2.13698630136986
